2015/03/17,(株)ファンコミュニケーションズ,950,(株)ハークスレイ,1002,地盤ネットホールディングス(株),554,タカラバイオ(株),1345,新日本電工(株),292
2015/03/18,地盤ネットホールディングス(株),550,不二サッシ(株),148,(株)システムソフト,100
2015/03/19,(株)アドウェイズ,931,地盤ネットホールディングス(株),548,丸紅(株),712.7,タカラバイオ(株),1342,東亜石油(株),150,新日本電工(株),290,(株)ルネサスイーストン,642,アドアーズ(株),127,(株)システムソフト,100,(株)日本トリム,3010
2015/03/20,地盤ネットホールディングス(株),545,丸紅(株),708.3
2015/03/23,(株)エー・ピーカンパニー,1866,(株)光陽社,161,東亜石油(株),150
2015/03/24,(株)エー・ピーカンパニー,1836,宮地エンジニアリンググループ(株),200
2015/03/25,ダブル・スコープ(株),843,(株)システムソフト,100,宮地エンジニアリンググループ(株),200,(株)ヒラノテクシード,861,(株)エー・ピーカンパニー,1829
2015/03/26,(株)エー・ピーカンパニー,1798,(株)Ｃ＆Ｇシステムズ,524,ダブル・スコープ(株),832,(株)システムソフト,100,(株)日本トリム,3000,宮地エンジニアリンググループ(株),198,(株)レッグス,760,(株)今仙電機製作所,1488,(株)オリエントコーポレーション,188,(株)日本トリム,3000
2015/03/27,(株)エー・ピーカンパニー,1730,(株)今仙電機製作所,1448,(株)ルネサスイーストン,628,(株)日本トリム,2930,宮地エンジニアリンググループ(株),195,丸紅(株),697.5,ゲンダイエージェンシー(株),691,オーウイル(株),757,ニチユ三菱フォークリフト(株),681,(株)ＫＧ情報,605,(株)クリップコーポレーション,1109,ダブル・スコープ(株),820,(株)ヒラノテクシード,851,(株)みずほフィナンシャルグループ,215.1,(株)インタースペース,910,(株)システムソフト,99,タカラバイオ(株),1338,新日本電工(株),290,イー・ガーディアン(株),1615,地盤ネットホールディングス(株),545,(株)ダイキアクシス,1060,(株)オリエントコーポレーション,188
2015/03/30,(株)今仙電機製作所,1381,(株)遠藤照明,1343,(株)クリップコーポレーション,1095,宮地エンジニアリンググループ(株),192,(株)ルネサスイーストン,621,ダブル・スコープ(株),804,新日本電工(株),285,地盤ネットホールディングス(株),543,(株)アールシーコア,999,フジ住宅(株),667,(株)エムアップ,755,アズマハウス(株),1613,(株)みずほフィナンシャルグループ,210.1,ニチユ三菱フォークリフト(株),676,(株)三城ホールディングス,486,丸紅(株),688.8
