2015/01/18,(株)フルスピード,548,(株)サニックス,396,(株)メディア工房,883,ネオス(株),613,(株)オリエントコーポレーション,181,(株)レッグス,812,宮地エンジニアリンググループ(株),181,タカラバイオ(株),1346,東亜石油(株),149,ポケットカード(株),523,(株)アドウェイズ,997,(株)滝澤鉄工所,201,三井物産(株),1462,(株)ｅｎｉｓｈ,1412
2015/01/19,(株)サニックス,377,(株)ファンコミュニケーションズ,1162,(株)オリエントコーポレーション,176,コネクシオ(株),1013,Ｊトラスト(株),970,東亜石油(株),145,(株)ｅｎｉｓｈ,1402
2015/01/20,(株)ワールドホールディングス,1093,東亜石油(株),149,(株)プロパスト,182
2015/01/21,(株)ワールドホールディングス,1042,伊藤忠商事(株),1179,東亜石油(株),145,(株)キッツ,525,サニックス,377,(株)アールシーコア,950
2015/01/22,(株)ワールドホールディングス,1028,伊藤忠商事(株),1174,(株)サニックス,367,東亜石油(株),145,(株)吉野家ホールディングス,1333
2015/01/23,(株)吉野家ホールディングス,1313
2015/01/26,(株)オリエントコーポレーション,174,Ｊトラスト(株),969,(株)吉野家ホールディングス,1307,(株)アデランス,1033
2015/01/27,(株)アデランス,1011,サイバーステップ(株),825
2015/01/29,サンフロンティア不動産(株),919,(株)レーサム,1083,Ｊトラスト(株),960,京都きもの友禅(株),1000,ワールドホールディングス,1028
2015/01/30,(株)ワールドホールディングス,1021,東亜石油(株),145,京都きもの友禅(株),1000,サンフロンティア不動産(株),912
